No,Tanggal,Sopir,Plat Nomor,Order,Volume (L),Pemasukan,Pengeluaran,Jenis Transaksi,Jumlah,Keterangan
943.0,2024-04-10,Pak Slamet,H 4444 DD,Warung Makan Sari Rasa,8000.0,310906.0,0.0,Pemasukan,310906.0,Pembayaran lunas
944.0,2024-04-10,Pak Dedi,H 1234 CD,Perbaikan Ban,8400.0,0.0,231571.0,Pengeluaran,-231571.0,Biaya perbaikan ban
945.0,2024-04-10,Pak Joko,H 1234 CD,Cuci Truk,8400.0,0.0,203440.0,Pengeluaran,-203440.0,Biaya cuci truk
946.0,2024-04-10,Pak Joko,H 1234 CD,Servis Mesin,8400.0,0.0,92096.0,Pengeluaran,-92096.0,Biaya servis mesin
947.0,2024-04-11,Pak Andi,H 5678 XY,Warung Makan Sari Rasa,8000.0,309967.0,0.0,Pemasukan,309967.0,Pembayaran lunas
948.0,2024-04-11,Pak Hendra,H 2222 BB,Depot Tirta Jaya,10000.0,369268.0,0.0,Pemasukan,369268.0,Pembayaran lunas
949.0,2024-04-11,Pak Eko,H 2222 BB,Warung Lesehan Berkah,8000.0,395558.0,0.0,Pemasukan,395558.0,Pembayaran lunas
950.0,2024-04-12,Pak Eko,H 2222 BB,Warung Bu Darmi,10000.0,333948.0,0.0,Pemasukan,333948.0,Pembayaran lunas
951.0,2024-04-12,Pak Hendra,H 4444 DD,Perbaikan Ban,8400.0,0.0,204507.0,Pengeluaran,-204507.0,Biaya perbaikan ban
952.0,2024-04-12,Pak Rudi,H 3333 CC,Isi Solar,8400.0,0.0,158830.0,Pengeluaran,-158830.0,Biaya isi solar
953.0,2024-04-13,Pak Rudi,H 1111 AA,Isi Solar,8400.0,0.0,184750.0,Pengeluaran,-184750.0,Biaya isi solar
954.0,2024-04-13,Pak Joko,H 3333 CC,Isi Solar,8400.0,0.0,151993.0,Pengeluaran,-151993.0,Biaya isi solar
955.0,2024-04-13,Pak Rudi,H 5678 XY,Perbaikan Ban,8400.0,0.0,51675.0,Pengeluaran,-51675.0,Biaya perbaikan ban
956.0,2024-04-13,Pak Rudi,H 1234 CD,Toko Maju Jaya,10000.0,310654.0,0.0,Pemasukan,310654.0,Pembayaran lunas
957.0,2024-04-14,Pak Eko,H 5678 XY,Toko Maju Jaya,10000.0,308592.0,0.0,Pemasukan,308592.0,Pembayaran lunas
958.0,2024-04-14,Pak Andi,H 1234 CD,Warung Lesehan Berkah,10000.0,371447.0,0.0,Pemasukan,371447.0,Pembayaran lunas
959.0,2024-04-14,Pak Dedi,H 1234 CD,Warung Makan Sari Rasa,10000.0,300222.0,0.0,Pemasukan,300222.0,Pembayaran lunas
960.0,2024-04-15,Pak Dedi,H 1111 AA,Depot Tirta Jaya,6000.0,312855.0,0.0,Pemasukan,312855.0,Pembayaran lunas
961.0,2024-04-15,Pak Hendra,H 1111 AA,Depot Air Sehat,8000.0,321836.0,0.0,Pemasukan,321836.0,Pembayaran lunas
962.0,2024-04-15,Pak Hendra,H 5678 XY,Toko Sumber Rejeki,10000.0,386444.0,0.0,Pemasukan,386444.0,Pembayaran lunas
963.0,2024-04-16,Pak Slamet,H 2222 BB,Servis Mesin,8400.0,0.0,234437.0,Pengeluaran,-234437.0,Biaya servis mesin
964.0,2024-04-16,Pak Joko,H 5678 XY,Depot Air Sehat,10000.0,326126.0,0.0,Pemasukan,326126.0,Pembayaran lunas
965.0,2024-04-16,Pak Andi,H 1234 CD,Isi Solar,8400.0,0.0,230189.0,Pengeluaran,-230189.0,Biaya isi solar
966.0,2024-04-16,Pak Slamet,H 3333 CC,Toko Maju Jaya,10000.0,378474.0,0.0,Pemasukan,378474.0,Pembayaran lunas
967.0,2024-04-17,Pak Joko,H 1234 CD,Warung Makan Sari Rasa,8000.0,331609.0,0.0,Pemasukan,331609.0,Pembayaran lunas
968.0,2024-04-17,Pak Eko,H 5678 XY,Isi Solar,8400.0,0.0,204573.0,Pengeluaran,-204573.0,Biaya isi solar
969.0,2024-04-18,Pak Budi,H 1111 AA,Warung Lesehan Berkah,10000.0,325701.0,0.0,Pemasukan,325701.0,Pembayaran lunas
970.0,2024-04-18,Pak Budi,H 2222 BB,Cuci Truk,8400.0,0.0,235329.0,Pengeluaran,-235329.0,Biaya cuci truk
971.0,2024-04-18,Pak Andi,H 3333 CC,Toko Sumber Rejeki,6000.0,379866.0,0.0,Pemasukan,379866.0,Pembayaran lunas
972.0,2024-04-18,Pak Eko,H 1234 CD,Cuci Truk,8400.0,0.0,133092.0,Pengeluaran,-133092.0,Biaya cuci truk
973.0,2024-04-19,Pak Budi,H 1111 AA,Warung Lesehan Berkah,6000.0,395724.0,0.0,Pemasukan,395724.0,Pembayaran lunas
974.0,2024-04-19,Pak Joko,H 5678 XY,Toko Sumber Rejeki,6000.0,327059.0,0.0,Pemasukan,327059.0,Pembayaran lunas
975.0,2024-04-19,Pak Slamet,H 2222 BB,Servis Mesin,8400.0,0.0,98153.0,Pengeluaran,-98153.0,Biaya servis mesin
976.0,2024-04-19,Pak Slamet,H 5678 XY,Isi Solar,8400.0,0.0,103963.0,Pengeluaran,-103963.0,Biaya isi solar
977.0,2024-04-20,Pak Slamet,H 1234 CD,Ganti Oli,8400.0,0.0,248523.0,Pengeluaran,-248523.0,Biaya ganti oli
978.0,2024-04-20,Pak Eko,H 2222 BB,Depot Air Segar,6000.0,292589.0,0.0,Pemasukan,292589.0,Pembayaran lunas
979.0,2024-04-20,Pak Hendra,H 3333 CC,Isi Solar,8400.0,0.0,186748.0,Pengeluaran,-186748.0,Biaya isi solar
980.0,2024-04-21,Pak Eko,H 4444 DD,Depot Air Sehat,6000.0,295366.0,0.0,Pemasukan,295366.0,Pembayaran lunas
981.0,2024-04-21,Pak Joko,H 4444 DD,Perbaikan Ban,8400.0,0.0,73730.0,Pengeluaran,-73730.0,Biaya perbaikan ban
982.0,2024-04-22,Pak Rudi,H 4444 DD,Warung Makan Sari Rasa,10000.0,287530.0,0.0,Pemasukan,287530.0,Pembayaran lunas
983.0,2024-04-22,Pak Hendra,H 3333 CC,Warung Bu Darmi,8000.0,344961.0,0.0,Pemasukan,344961.0,Pembayaran lunas
984.0,2024-04-23,Pak Andi,H 5678 XY,Depot Air Segar,6000.0,310571.0,0.0,Pemasukan,310571.0,Pembayaran lunas
985.0,2024-04-23,Pak Slamet,H 1111 AA,Depot Air Sehat,6000.0,395411.0,0.0,Pemasukan,395411.0,Pembayaran lunas
986.0,2024-04-24,Pak Joko,H 1234 CD,Ganti Oli,8400.0,0.0,124419.0,Pengeluaran,-124419.0,Biaya ganti oli
987.0,2024-04-24,Pak Andi,H 1234 CD,Servis Mesin,8400.0,0.0,114231.0,Pengeluaran,-114231.0,Biaya servis mesin
988.0,2024-04-25,Pak Slamet,H 1234 CD,Toko Sumber Rejeki,10000.0,322769.0,0.0,Pemasukan,322769.0,Pembayaran lunas
989.0,2024-04-25,Pak Joko,H 2222 BB,Warung Bu Darmi,10000.0,371520.0,0.0,Pemasukan,371520.0,Pembayaran lunas
990.0,2024-04-26,Pak Rudi,H 1111 AA,Isi Solar,8400.0,0.0,224059.0,Pengeluaran,-224059.0,Biaya isi solar
991.0,2024-04-26,Pak Dedi,H 5678 XY,Depot Tirta Jaya,10000.0,374944.0,0.0,Pemasukan,374944.0,Pembayaran lunas
992.0,2024-04-26,Pak Joko,H 1111 AA,Perbaikan Ban,8400.0,0.0,218686.0,Pengeluaran,-218686.0,Biaya perbaikan ban
993.0,2024-04-26,Pak Joko,H 4444 DD,Warung Makan Sari Rasa,8000.0,384928.0,0.0,Pemasukan,384928.0,Pembayaran lunas
994.0,2024-04-27,Pak Rudi,H 1234 CD,Servis Mesin,8400.0,0.0,239078.0,Pengeluaran,-239078.0,Biaya servis mesin
995.0,2024-04-27,Pak Dedi,H 3333 CC,Depot Air Segar,8000.0,391312.0,0.0,Pemasukan,391312.0,Pembayaran lunas
996.0,2024-04-27,Pak Dedi,H 1111 AA,Depot Tirta Jaya,10000.0,387913.0,0.0,Pemasukan,387913.0,Pembayaran lunas
997.0,2024-04-28,Pak Hendra,H 4444 DD,Cuci Truk,8400.0,0.0,115919.0,Pengeluaran,-115919.0,Biaya cuci truk
998.0,2024-04-28,Pak Dedi,H 1234 CD,Ganti Oli,8400.0,0.0,215986.0,Pengeluaran,-215986.0,Biaya ganti oli
999.0,2024-04-28,Pak Eko,H 3333 CC,Depot Air Sehat,8000.0,315506.0,0.0,Pemasukan,315506.0,Pembayaran lunas
1000.0,2024-04-28,Pak Slamet,H 2222 BB,Depot Air Segar,6000.0,363597.0,0.0,Pemasukan,363597.0,Pembayaran lunas
1001.0,2024-04-29,Pak Slamet,H 4444 DD,Toko Sumber Rejeki,10000.0,289713.0,0.0,Pemasukan,289713.0,Pembayaran lunas
1002.0,2024-04-29,Pak Joko,H 4444 DD,Warung Makan Sari Rasa,8000.0,348832.0,0.0,Pemasukan,348832.0,Pembayaran lunas
1003.0,2024-04-30,Pak Andi,H 1111 AA,Depot Air Sehat,8000.0,314515.0,0.0,Pemasukan,314515.0,Pembayaran lunas
1004.0,2024-04-30,Pak Rudi,H 5678 XY,Toko Sumber Rejeki,6000.0,362017.0,0.0,Pemasukan,362017.0,Pembayaran lunas
1005.0,2024-04-30,Pak Rudi,H 4444 DD,Cuci Truk,8400.0,0.0,217050.0,Pengeluaran,-217050.0,Biaya cuci truk
1006.0,2024-04-30,Pak Dedi,H 1234 CD,Depot Tirta Jaya,8000.0,369000.0,0.0,Pemasukan,369000.0,Pembayaran lunas
1007.0,2024-05-01,Pak Dedi,H 1234 CD,Toko Maju Jaya,8000.0,350546.0,0.0,Pemasukan,350546.0,Pembayaran lunas
1008.0,2024-05-01,Pak Andi,H 1111 AA,Isi Solar,8400.0,0.0,243563.0,Pengeluaran,-243563.0,Biaya isi solar
1009.0,2024-05-01,Pak Slamet,H 3333 CC,Warung Bu Darmi,10000.0,393311.0,0.0,Pemasukan,393311.0,Pembayaran lunas
1010.0,2024-05-01,Pak Andi,H 5678 XY,Depot Air Segar,10000.0,395150.0,0.0,Pemasukan,395150.0,Pembayaran lunas
1011.0,2024-05-02,Pak Joko,H 3333 CC,Toko Sumber Rejeki,6000.0,384425.0,0.0,Pemasukan,384425.0,Pembayaran lunas
1012.0,2024-05-02,Pak Andi,H 2222 BB,Depot Tirta Jaya,8000.0,351502.0,0.0,Pemasukan,351502.0,Pembayaran lunas
1013.0,2024-05-02,Pak Joko,H 3333 CC,Perbaikan Ban,8400.0,0.0,63468.0,Pengeluaran,-63468.0,Biaya perbaikan ban
1014.0,2024-05-02,Pak Slamet,H 1111 AA,Ganti Oli,8400.0,0.0,236107.0,Pengeluaran,-236107.0,Biaya ganti oli
1015.0,2024-05-03,Pak Budi,H 4444 DD,Warung Lesehan Berkah,6000.0,333132.0,0.0,Pemasukan,333132.0,Pembayaran lunas
1016.0,2024-05-03,Pak Eko,H 5678 XY,Warung Lesehan Berkah,6000.0,392825.0,0.0,Pemasukan,392825.0,Pembayaran lunas
1017.0,2024-05-04,Pak Joko,H 1234 CD,Depot Air Sehat,10000.0,312811.0,0.0,Pemasukan,312811.0,Pembayaran lunas
1018.0,2024-05-04,Pak Joko,H 5678 XY,Depot Tirta Jaya,10000.0,361625.0,0.0,Pemasukan,361625.0,Pembayaran lunas
1019.0,2024-05-04,Pak Rudi,H 2222 BB,Isi Solar,8400.0,0.0,184922.0,Pengeluaran,-184922.0,Biaya isi solar
1020.0,2024-05-05,Pak Eko,H 1111 AA,Toko Maju Jaya,10000.0,368944.0,0.0,Pemasukan,368944.0,Pembayaran lunas
1021.0,2024-05-05,Pak Dedi,H 1234 CD,Depot Air Segar,10000.0,342635.0,0.0,Pemasukan,342635.0,Pembayaran lunas
1022.0,2024-05-05,Pak Slamet,H 1234 CD,Ganti Oli,8400.0,0.0,139534.0,Pengeluaran,-139534.0,Biaya ganti oli
1023.0,2024-05-05,Pak Andi,H 1234 CD,Isi Solar,8400.0,0.0,192771.0,Pengeluaran,-192771.0,Biaya isi solar
1024.0,2024-05-06,Pak Joko,H 5678 XY,Warung Lesehan Berkah,8000.0,307351.0,0.0,Pemasukan,307351.0,Pembayaran lunas
1025.0,2024-05-06,Pak Andi,H 1111 AA,Isi Solar,8400.0,0.0,188390.0,Pengeluaran,-188390.0,Biaya isi solar
1026.0,2024-05-06,Pak Andi,H 3333 CC,Toko Maju Jaya,10000.0,311976.0,0.0,Pemasukan,311976.0,Pembayaran lunas
1027.0,2024-05-06,Pak Joko,H 2222 BB,Warung Makan Sari Rasa,8000.0,322387.0,0.0,Pemasukan,322387.0,Pembayaran lunas
1028.0,2024-05-07,Pak Eko,H 4444 DD,Depot Tirta Jaya,6000.0,323591.0,0.0,Pemasukan,323591.0,Pembayaran lunas
1029.0,2024-05-07,Pak Dedi,H 1111 AA,Depot Air Sehat,6000.0,287467.0,0.0,Pemasukan,287467.0,Pembayaran lunas
1030.0,2024-05-07,Pak Rudi,H 5678 XY,Depot Tirta Jaya,8000.0,370999.0,0.0,Pemasukan,370999.0,Pembayaran lunas
1031.0,2024-05-07,Pak Rudi,H 5678 XY,Depot Air Segar,8000.0,382319.0,0.0,Pemasukan,382319.0,Pembayaran lunas
1032.0,2024-05-08,Pak Joko,H 1111 AA,Depot Tirta Jaya,6000.0,307686.0,0.0,Pemasukan,307686.0,Pembayaran lunas
1033.0,2024-05-08,Pak Eko,H 2222 BB,Toko Maju Jaya,8000.0,338411.0,0.0,Pemasukan,338411.0,Pembayaran lunas
1034.0,2024-05-09,Pak Budi,H 4444 DD,Warung Bu Darmi,8000.0,369144.0,0.0,Pemasukan,369144.0,Pembayaran lunas
1035.0,2024-05-09,Pak Eko,H 1234 CD,Warung Bu Darmi,8000.0,393305.0,0.0,Pemasukan,393305.0,Pembayaran lunas
1036.0,2024-05-09,Pak Eko,H 1234 CD,Warung Lesehan Berkah,8000.0,310635.0,0.0,Pemasukan,310635.0,Pembayaran lunas
1037.0,2024-05-09,Pak Eko,H 2222 BB,Toko Sumber Rejeki,6000.0,394683.0,0.0,Pemasukan,394683.0,Pembayaran lunas
1038.0,2024-05-10,Pak Hendra,H 4444 DD,Ganti Oli,8400.0,0.0,159990.0,Pengeluaran,-159990.0,Biaya ganti oli
1039.0,2024-05-10,Pak Slamet,H 1111 AA,Isi Solar,8400.0,0.0,75411.0,Pengeluaran,-75411.0,Biaya isi solar
1040.0,2024-05-10,Pak Joko,H 5678 XY,Perbaikan Ban,8400.0,0.0,151616.0,Pengeluaran,-151616.0,Biaya perbaikan ban
1041.0,2024-05-10,Pak Dedi,H 3333 CC,Perbaikan Ban,8400.0,0.0,136190.0,Pengeluaran,-136190.0,Biaya perbaikan ban
1042.0,2024-05-11,Pak Rudi,H 5678 XY,Toko Maju Jaya,10000.0,394475.0,0.0,Pemasukan,394475.0,Pembayaran lunas
1043.0,2024-05-11,Pak Budi,H 1111 AA,Warung Lesehan Berkah,8000.0,392112.0,0.0,Pemasukan,392112.0,Pembayaran lunas
1044.0,2024-05-11,Pak Rudi,H 1111 AA,Warung Lesehan Berkah,8000.0,359761.0,0.0,Pemasukan,359761.0,Pembayaran lunas
1045.0,2024-05-11,Pak Dedi,H 1234 CD,Depot Air Segar,10000.0,350194.0,0.0,Pemasukan,350194.0,Pembayaran lunas
1046.0,2024-05-12,Pak Hendra,H 2222 BB,Depot Air Sehat,6000.0,370539.0,0.0,Pemasukan,370539.0,Pembayaran lunas
1047.0,2024-05-12,Pak Andi,H #### AA,Toko Maju Jaya,6000.0,385684.0,0.0,Pemasukan,385684.0,Pembayaran lunas
1048.0,2024-05-12,Pak Andi,H 4444 DD,Depot Tirta Jaya,8000.0,290504.0,0.0,Pemasukan,290504.0,Pembayaran lunas
1049.0,2024-05-12,Pak Joko,H 1234 CD,Cuci Truk,8400.0,0.0,175219.0,Pengeluaran,-175219.0,Biaya cuci truk
1050.0,2024-05-13,Pak Eko,H 5678 XY,Toko Maju Jaya,6000.0,368013.0,0.0,Pemasukan,368013.0,Pembayaran lunas
1051.0,2024-05-13,Pak Hendra,H 1111 AA,Warung Lesehan Berkah,10000.0,374166.0,0.0,Pemasukan,374166.0,Pembayaran lunas
1052.0,2024-05-14,Pak Andi,H 3333 CC,Warung Bu Darmi,8000.0,301198.0,0.0,Pemasukan,301198.0,Pembayaran lunas
1053.0,2024-05-14,Pak Budi,H 4444 DD,Depot Tirta Jaya,8000.0,339945.0,0.0,Pemasukan,339945.0,Pembayaran lunas
1054.0,2024-05-14,Pak Andi,H 3333 CC,Perbaikan Ban,8400.0,0.0,70807.0,Pengeluaran,-70807.0,Biaya perbaikan ban
1055.0,2024-05-14,Pak Andi,H 3333 CC,Depot Air Sehat,6000.0,338679.0,0.0,Pemasukan,338679.0,Pembayaran lunas
1056.0,2024-05-15,Pak Budi,H 5678 XY,Depot Air Sehat,8000.0,395301.0,0.0,Pemasukan,395301.0,Pembayaran lunas
1057.0,2024-05-15,Pak Joko,H 2222 BB,Depot Tirta Jaya,10000.0,320826.0,0.0,Pemasukan,320826.0,Pembayaran lunas
1058.0,2024-05-15,Pak Rudi,H 4444 DD,Depot Tirta Jaya,6000.0,369310.0,0.0,Pemasukan,369310.0,Pembayaran lunas
1059.0,2024-05-16,Pak Dedi,H 4444 DD,Depot Air Sehat,6000.0,374186.0,0.0,Pemasukan,374186.0,Pembayaran lunas
1060.0,2024-05-16,Pak Rudi,H 3333 CC,Servis Mesin,8400.0,0.0,132259.0,Pengeluaran,-132259.0,Biaya servis mesin
1061.0,2024-05-16,Pak Slamet,H 5678 XY,Toko Maju Jaya,8000.0,363543.0,0.0,Pemasukan,363543.0,Pembayaran lunas
1062.0,2024-05-17,Pak Budi,H 1234 CD,Depot Tirta Jaya,6000.0,369505.0,0.0,Pemasukan,369505.0,Pembayaran lunas
1063.0,2024-05-17,Pak Budi,H 5678 XY,Isi Solar,8400.0,0.0,208306.0,Pengeluaran,-208306.0,Biaya isi solar
1064.0,2024-05-17,Pak Joko,H 1234 CD,Perbaikan Ban,8400.0,0.0,168362.0,Pengeluaran,-168362.0,Biaya perbaikan ban
1065.0,2024-05-17,Pak Slamet,H 5678 XY,Depot Tirta Jaya,6000.0,390626.0,0.0,Pemasukan,390626.0,Pembayaran lunas
1066.0,2024-05-18,Pak Dedi,H 3333 CC,Depot Air Sehat,6000.0,330625.0,0.0,Pemasukan,330625.0,Pembayaran lunas
1067.0,2024-05-18,Pak Hendra,H 5678 XY,Cuci Truk,8400.0,0.0,132311.0,Pengeluaran,-132311.0,Biaya cuci truk
1068.0,2024-05-18,Pak Joko,H 1234 CD,Depot Tirta Jaya,8000.0,311638.0,0.0,Pemasukan,311638.0,Pembayaran lunas
1069.0,2024-05-18,Pak Rudi,H 2222 BB,Toko Sumber Rejeki,10000.0,286363.0,0.0,Pemasukan,286363.0,Pembayaran lunas
1070.0,2024-05-19,Pak Hendra,H 1234 CD,Warung Bu Darmi,8000.0,315305.0,0.0,Pemasukan,315305.0,Pembayaran lunas
1071.0,2024-05-19,Pak Rudi,H 1111 AA,Toko Maju Jaya,8000.0,392697.0,0.0,Pemasukan,392697.0,Pembayaran lunas
1072.0,2024-05-19,Pak Rudi,H 1234 CD,Isi Solar,8400.0,0.0,166253.0,Pengeluaran,-166253.0,Biaya isi solar
1073.0,2024-05-20,Pak Hendra,H 3333 CC,Warung Lesehan Berkah,10000.0,318309.0,0.0,Pemasukan,318309.0,Pembayaran lunas
1074.0,2024-05-20,Pak Rudi,H #### AA,Depot Tirta Jaya,10000.0,368280.0,0.0,Pemasukan,368280.0,Pembayaran lunas
1075.0,2024-05-20,Pak Joko,H 4444 DD,Toko Maju Jaya,6000.0,305262.0,0.0,Pemasukan,305262.0,Pembayaran lunas
1076.0,2024-05-21,Pak Hendra,H 1111 AA,Perbaikan Ban,8400.0,0.0,184466.0,Pengeluaran,-184466.0,Biaya perbaikan ban
1077.0,2024-05-21,Pak Rudi,H 5678 XY,Depot Tirta Jaya,10000.0,389354.0,0.0,Pemasukan,389354.0,Pembayaran lunas
1078.0,2024-05-21,Pak Slamet,H 1111 AA,Isi Solar,8400.0,0.0,212727.0,Pengeluaran,-212727.0,Biaya isi solar
1079.0,2024-05-21,Pak Eko,H 2222 BB,Toko Maju Jaya,6000.0,380166.0,0.0,Pemasukan,380166.0,Pembayaran lunas
1080.0,2024-05-22,Pak Eko,H 4444 DD,Isi Solar,8400.0,0.0,172836.0,Pengeluaran,-172836.0,Biaya isi solar
1081.0,2024-05-22,Pak Slamet,H 4444 DD,Cuci Truk,8400.0,0.0,151998.0,Pengeluaran,-151998.0,Biaya cuci truk
1082.0,2024-05-22,Pak Eko,H 5678 XY,Toko Maju Jaya,6000.0,291379.0,0.0,Pemasukan,291379.0,Pembayaran lunas
1083.0,2024-05-23,Pak Andi,H 3333 CC,Depot Tirta Jaya,10000.0,318147.0,0.0,Pemasukan,318147.0,Pembayaran lunas
1084.0,2024-05-23,Pak Hendra,H 2222 BB,Depot Air Sehat,10000.0,298611.0,0.0,Pemasukan,298611.0,Pembayaran lunas
1085.0,2024-05-23,Pak Andi,H 5678 XY,Depot Tirta Jaya,8000.0,340946.0,0.0,Pemasukan,340946.0,Pembayaran lunas
1086.0,2024-05-23,Pak Dedi,H 2222 BB,Ganti Oli,8400.0,0.0,153912.0,Pengeluaran,-153912.0,Biaya ganti oli
1087.0,2024-05-24,Pak Slamet,H 4444 DD,Toko Sumber Rejeki,8000.0,300469.0,0.0,Pemasukan,300469.0,Pembayaran lunas
1088.0,2024-05-24,Pak Dedi,H 4444 DD,Ganti Oli,8400.0,0.0,84524.0,Pengeluaran,-84524.0,Biaya ganti oli
1089.0,2024-05-24,Pak Dedi,H #### AA,Toko Maju Jaya,8400.0,0.0,137484.0,Pengeluaran,-137484.0,Biaya servis mesin
1090.0,2024-05-25,Pak Dedi,H 2222 BB,Cuci Truk,8400.0,0.0,102529.0,Pengeluaran,-102529.0,Biaya cuci truk
1091.0,2024-05-25,Pak Rudi,H 4444 DD,Ganti Oli,8400.0,0.0,229371.0,Pengeluaran,-229371.0,Biaya ganti oli
1092.0,2024-05-25,Pak Slamet,H 3333 CC,Depot Air Sehat,10000.0,312788.0,0.0,Pemasukan,312788.0,Pembayaran lunas
1093.0,2024-05-26,Pak Slamet,H 3333 CC,Depot Tirta Jaya,10000.0,296839.0,0.0,Pemasukan,296839.0,Pembayaran lunas
1094.0,2024-05-26,Pak Budi,H 3333 CC,Cuci Truk,8400.0,0.0,195853.0,Pengeluaran,-195853.0,Biaya cuci truk
1095.0,2024-05-27,Pak Rudi,H 5678 XY,Warung Makan Sari Rasa,6000.0,288408.0,0.0,Pemasukan,288408.0,Pembayaran lunas
1096.0,2024-05-27,Pak Budi,H 1111 AA,Warung Makan Sari Rasa,6000.0,359779.0,0.0,Pemasukan,359779.0,Pembayaran lunas
1097.0,2024-05-28,Pak Rudi,H 1234 CD,Depot Air Segar,6000.0,360337.0,0.0,Pemasukan,360337.0,Pembayaran lunas
1098.0,2024-05-28,Pak Dedi,H 4444 DD,Perbaikan Ban,8400.0,0.0,164505.0,Pengeluaran,-164505.0,Biaya perbaikan ban
1099.0,2024-05-29,Pak Joko,H 4444 DD,Depot Tirta Jaya,10000.0,291423.0,0.0,Pemasukan,291423.0,Pembayaran lunas
1100.0,2024-05-29,Pak Budi,H 1234 CD,Toko Sumber Rejeki,10000.0,297261.0,0.0,Pemasukan,297261.0,Pembayaran lunas
1101.0,2024-05-30,Pak Joko,H 1111 AA,Warung Makan Sari Rasa,8000.0,360111.0,0.0,Pemasukan,360111.0,Pembayaran lunas
1102.0,2024-05-30,Pak Slamet,H 4444 DD,Warung Bu Darmi,8000.0,323553.0,0.0,Pemasukan,323553.0,Pembayaran lunas
1103.0,2024-05-30,Pak Joko,H 1234 CD,Warung Lesehan Berkah,6000.0,335930.0,0.0,Pemasukan,335930.0,Pembayaran lunas
1104.0,2024-05-31,Pak Dedi,H 4444 DD,Depot Air Segar,8000.0,356346.0,0.0,Pemasukan,356346.0,Pembayaran lunas
1105.0,2024-05-31,Pak Dedi,H 4444 DD,Warung Lesehan Berkah,10000.0,323081.0,0.0,Pemasukan,323081.0,Pembayaran lunas
